label,text
positive,Analysts see  to continue to pose as the immediate resistance NEW DELHI Sugar shares closed higher in the Fridays session    Ugar Sugar Worksup  BAJAJHINDup  Simbhaoli Sugarsup  Dharani Sugars  Chemicalsup  Sakthi Sugarsup  KMSugar Millsup  DCM Shriram Industriesup  Ponni SugarsErodeup  Mawana Sugarsup  and AVADHSUGARup  stood among the top gainers    Balrampur Chini Millsdown  Bannari Amman Sugarsdown  and EID Parrydown  were among the top losers of the day    The NSE Nifty index ended  points up at  while the share BSE Sensex closed up  points at     NTPCup  Bharat Petroleum Corporationup  Power Grid Corporation of Indiaup  IndusInd Bankup  State Bank of Indiaup  Indian Oil Corporationup  HDFCup  Mahindra  Mahindraup  Oil  Natural Gas Corporationup  and HDFC Bankup  stood among the top gainers in the Nifty pack    On the other hand Hero MotoCorpdown  Tech Mahindradown  SBI Lifedown  Sun Pharmaceutical Industriesdown  Titan Company Ltddown  Divis Laboratoriesdown  Dr Reddys Laboratoriesdown  Cipladown  Apollo Hospitals Enterprisesdown  and Infosysdown  closed in the red
negative,ThinkStock PhotosNEW DELHI Mining shares closed lower in the Mondays session    Lexus Granitoup  Oriental Trimexup  Orissa Minerals Development Companyup  and Gujarat Mineral Dvpt Corporationup  stood among the top gainers    Coal Indiadown  NMDC Ltddown  Ashapura Minechemdown  KIOCLdown   Micronsdown  MOILdown  Pokarnadown  Aro Granite Industriesdown  and Madhav Marbles and Granitesdown  were among the top losers of the day    The NSE Nifty index ended  points down at  while the share BSE Sensex closed down  points at     Bajaj Autoup  HDFC Bankup  ICICI Bankup  HDFCup  Maruti Suzukiup  Bharti Airtelup  Kotak Mahindra Bankup  and Axis Bankup  stood among the top gainers in the Nifty pack    On the other hand Coal Indiadown  Bharat Petroleum Corporationdown  Tata Steeldown  SBI Lifedown  Hindalco Industriesdown  Tata Motorsdown  Apollo Hospitals Enterprisesdown  TATA CONSUMER PRODUCTSdown  Tech Mahindradown  and NTPCdown  closed in the red
positive,ShutterstockcomICICI Direct has buy call on Multi Commodity Exchange of India with a target price of Rs  The current market price of Multi Commodity Exchange of India is Rs  Time period given by analyst is year when Multi Commodity Exchange of India price can reach defined target   Multi Commodity Exchange of India incorporated in the year  is a Mid Cap company having a market cap of Rs  crore operating in Financial Services sector    Multi Commodity Exchange of India key ProductsRevenue Segments include Fees  Other Charges and Other Operating Revenue for the year ending Mar     Financials  For the quarter ended  the company has reported a Consolidated Total Income of Rs  crore up   from last quarter Total Income of Rs  crore and up   from last year same quarter Total Income of Rs  crore Company has reported net profit after tax of Rs  crore in latest quarter    Investment Rationale MCX share price has grown by  over the past three years from Rs  in May  to Rs  levels in May  Being a market leader in commodities exchange and a beneficiary of increase in option volume the brokerage maintains BUY rating on the stock   Key triggers for future stock performance  Diversified product mix aids topline amid volatility in prices Decline in future turnover being replaced by string traction in options Nonlinear growth in option volume to aid business  earnings growth New product launch  electricity contracts higher commodity baseddelivery to act as growth catalyst Continued addition of participants to aid volume growth    PromoterFII Holdings  Promoters held ParsertoNumberMarketsDatamarketResultsnewShareHoldingsummarypromoterspercentage per cent stake in the company as of Mar while FIIs owned  per cent DIIs  per cent Disclaimer Recommendations given in this section or any reports attached herein are authored by an external party Views expressed are that of the respective authorsentities These do not represent the views of Economic Times ET ET does not guarantee vouch for endorse any of its contents and hereby disclaims all warranties express or implied relating to the same  Please consult your financial adviser and seek independent advice
positive,ShutterstockcomNEW DELHI Shares of GHCL skyrocketed  per cent in early trade Monday as the commodity chemical firm reported a stellar set of numbers for the fourth quarter of the previous financial year  The firm clocked a healthy  per cent rise in the net profit to Rs  crore in the quarter ended March   despite rising input cost thanks to strong topline and operating income Revenue during the quarter grew by  per cent to Rs  crore  The companys counter rose to a high of Rs  as against Rs  on the BSE  For the period under review GHCL registered a rise of  per cent to Rs  crore as against Rs  crore during the previous quarter ended March  reports said  For the previous financial year as a whole GHCLs net profit rose  per cent to Rs  crore as against Rs  crore during the previous year ended March   Sales registered a rise of  per cent to Rs  crore in the year ended March  as against Rs  crore during the previous year ended March  reports said  For the period under review the firms consolidated revenue clocked in at Rs  crore vs Rs  crore the same time a year ago registering a rise of  per cent on a YoY basis EBITDA came in at Rs  crore vs Rs  crore up  per cent on a YoY basis   EBITDA margins for the quarter stood at  per cent vs  per cent up  bps YoY reports said adding that GHCL also recommended a total dividend of Rs  per share
negative,ReutersNifty continues to climb a wall of worry as it looks to be in the final leg of its rally before heading for a correctionShare price of Shriram Transport Finance Company Ltd dropped  per cent to Rs  at PM IST in Wednesdays trade The counter hit a high of Rs  and low of Rs  so far during the session The stock had closed at Rs  in the previous session    The counter had a total traded volume of PM shares so far with a turnover of Rs  crore on BSE The stock traded at a pricetoearnings multiple of  and a pricetobook ratio of     A higher PE ratio shows investors are willing to pay a higher price for per rupee earnings given by the stock because of better future growth expectations  ETMarkets Smart Talk Indias investable landscape wider than other EMs despite premium valuations Piyush Sharma  The pricetobook value indicates the inherent value of a company and is the measure of the price that investors are ready to pay even for no growth in the business    Shriram Transport Finance Company Ltd belongs to the NBFC  Vehicle Finance industry     PromotorFII Holding  Promoters held  per cent stake in the company as of Mar while foreign investors and domestic institutional investors ownership stood at  per cent and  per cent respectively     Key Financials  The company reported consolidated net sales of Rs  crore for the quarter ended Mar up  per cent from the previous quarters Rs  crore and up  per cent from the yearago quarters Rs  crore    Its profit for the latest quarter stood at Rs  crore up  per cent from the same quarter a year ag
positive,AgenciesNEW DELHI Domestic stocks staged a strong recovery this past week even as the Fed said recession in the US was a real possibility and that it was committed to tame inflation The silver lining for domestic stocks was the fall in crude oil prices amid worries the demand from developed markets may come down on weakening global growth Bargain hunting also played its part in pushing stocks higher  The momentum readings were too oversold and the RSI readings had shown a positive divergence on charts The Nifty move above  with a gap led to a change in sentiment and thus we witnessed a pullback move which was much on the cards said Ruchit Jain og Paisecom   The NSE Nifty advanced  points or  per cent for the week to settle at  The BSE Sensex closed the week at  up  points or  per cent The BSE midcap and the BSE SMallcap indices rose  per cent and  per cent respectively   The broader BSE index climbed  points or  per cent to  As many as  stocks from the index ended higher for the week with  stocks rallying  per cent A couple of stocks fell up to  per cent in an otherwise strong week  ITI which produces network gears topped the BSE chart rallying  per cent for the week Chemplast Sanmar climbed  per cent to Rs  Staterun MMTC advanced  per cent to Rs  Asahi India Glass Aptus Value Housing Finance India and Responsive Industries soared  per cent for the week  Hero MotoCorp jumped  per cent to Rs  The twowheeler maker has decided to hike prices of motorcycles and scooters by up to Rs  from July  to partially offset the steadily growing overall cost inflation including commodity prices  Jubilant Ingrevia rose  per cent for the week to Rs  after two brokerages Edelweiss and Angel One suggested over  per cent upside on the counter  Inox Leisure jumped  per cent to Rs  Inox Leisure and PVR have received approval from Sebi and stock exchanges regarding the proposed merger three months after the merger announcement The next step for the two multiplex owners is to get clearance from the National Company Law Tribunal NCLT which as per Nirmal Bang Institutional Equities could take another six months PVR advanced  per cent for the week to Rs   Strides Pharma soared  per cent for the week to Rs  Out of thisa  per cent rise was seen on Friday itself after a Strides Group Company along with Akston Biosciences Corporation and Biolexis announced positive results from a Phase II and III clinical trial of a SARSCoV vaccine in India  KEC International was up  per cent after the l infrastructure EPC company in the early part of the week announced winning of multiple orders worth Rs  crore  Big losers for the week included Brightcom Group which fell  per cent to Rs  Vedanta Star Health MRPL and Bharat Dynamics declined  per cent  per cent  per cent and  per cent respectively  SpiceJet KPR Mill National Aluminium Company Hindustan Copper Tanla Platforms and Bandhan Bank fell  per cent for the week  Disclaimer Recommendations suggestions views and opinions given by the experts are their own These do not represent the views of Economic Times
negative,Getty ImagesNEW DELHI Sugar shares closed lower in the Fridays session    Dharani Sugars  Chemicalsup  EID Parryup  Dalmia Bharat Sugar  Industriesup  and Dhampur Sugar Millsup  stood among the top gainers    Shree Renuka Sugarsdown  MAGADHSUGARdown  Rajshree Sugars  Chemicalsdown  BAJAJHINDdown  DCM Shriram Industriesdown  Simbhaoli Sugarsdown  Uttam Sugar Millsdown  Triveni Engineering  Industriesdown  Rana Sugarsdown  and Sakthi Sugarsdown  were among the top losers of the day    The NSE Nifty index ended  points down at  while the share BSE Sensex closed down  points at     HDFC LIFE INSURANCEup  TATA CONSUMER PRODUCTSup  Kotak Mahindra Bankup  HDFC Bankup  Sun Pharmaceutical Industriesup  Tata Steelup  Tata Motorsup  HDFCup  Dr Reddys Laboratoriesup  and UltraTech Cementup  stood among the top gainers in the Nifty pack    On the other hand Axis Bankdown  Coal Indiadown  Adani Ports  Special Economic Zonedown  Power Grid Corporation of Indiadown  Bajaj Autodown  Oil  Natural Gas Corporationdown  Wiprodown  Britannia Industriesdown  State Bank of Indiadown  and Titan Company Ltddown  closed in the red
positive,AgenciesIndia year bond yield rose  per cent to  after trading in  rangeShares of Cholamandalam Investment  Finance Company Ltd traded  per cent up at Rs  on Monday at around AM IST while the benchmark BSE Sensex declined  points to     As many as  shares changed hands on the counter with a total value of Rs  crore    The stock quoted a week high price of Rs  and a week low of Rs   ETMarkets Smart Talk Indias investable landscape wider than other EMs despite premium valuations Piyush Sharma  On the technical charts the DMA of the stock stood at Rs  while DMA was at Rs  If a stock trades above  DMA and  DMA it usually means the immediate trend is up On the other hand if the stock trades below  DMA and  DMA both it is considered a bearish trend and if it trades between DMA and DMA then it suggests the stock can go anywhere    Shares of the company have advanced  per cent in the past one year while Sensex has risen  per cent during the same period    According to BSE data the stock trades at a pricetoearnings multiple of  and a pricetobook ratio of  A higher PE ratio shows investors are willing to pay a higher price because of better future growth expectations Price to book value indicates the inherent value of a company and reflects the price that investors are ready to pay even for no growth in a business The stock belongs to the NBFC  Diversified industr
negative,ShutterstockcomRSI has turned north from the  level confirming bullishnessShares of Piramal Enterprises Ltd traded  per cent lower in Wednesdays session at PM IST The stock opened at Rs  and has touched an intraday high and low of Rs  and Rs  respectively during the session so far    The stock quoted a week high of Rs  and a week low of  About  shares changed hands on the counter so far    Benchmark Nifty was down  points at  while the BSE Sensex traded  points lower at  at the time of writing of this report  ETMarkets Smart Talk Srikanth Subramanian decodes factors that could derail momentum on DSt  In the Nifty pack  stocks traded the day in the green while  were in the red      Key Financials   For the quarter ended Dec the company reported consolidated sales of Rs  crore up  per cent from the previous quarters Rs  crore and up  per cent from the yearago quarter The company reported net profit of Rs  crore for the latest quarter     Promoter Holdings   Promoters held  per cent stake in the company as of Mar while FIIs held  per cent and MFs  per cent    Technicals  On the technical charts the Day Moving Average DMA of the stock stood at Rs  on May  while the DMA was at Rs  If a stock trades above DMA and DMA it usually means the immediate trend is upward On the other hand if the stock trades well below DMA and DMA both it is considered as bearish trend and if trades between these averages then it suggests the stock can go either way
positive,AgenciesNEW DELHI At a time when the market was rallying auto sector sulked And now when the market is in total disarray strength seems to have returned to auto counters helped by healthy volumes and hopes of commodity benefits after the government moved to reduce steel prices  The Nifty auto index trades flat with a positive bias on a yeartodate YTD basis as against a  per cent decline in the benchmark Nifty  Automobiles are a good trade which is building in especially from the recovery of volume perspective said Vikas Khemani Founder Carnelian Capital Advisors We know that because of the semiconductor chip shortage demand and growth have been muted but  could be a very good year from that perspective Khemani added ETMarkets Smart Talk Srikanth Subramanian decodes factors that could derail momentum on DSt Auto index has underperformed the market for the last four years Even now semiconductor and supply chain issues linger but demand for automobiles remains strong with a waiting period of three months to two years  Industry experts suggest that healthy booking and singledigit cancellation show that demand may stay put even when normal supply resumes in months to come This optimism is getting reflected in the share price movement of leading auto stocks  MM Maruti Suzuki and Hero MotoCorp are up  per cent in one month versus a  per cent fall in Nifty Bajaj Auto and Tata Motors though trade marginally in the red have managed to outperform  After many years of underperformance we are seeing auto shares come back quite strongly They are in a kind of blue sky scenario at this point in time We have seen a clearcut turnaround in their fortunes At higher volumes and with this latest government move to reduce steel prices a lot of the pressure on their operating profit margins will ease Auto shares will likely come into the leadership position over the next several months and quarters Dipan Mehta Director Elixir Equities told ET NOW   Where to bet PVs CVs WsWhile overall auto sector valuations look lucrative analysts are leaning towards consumerfacing stocks especially in the fourwheeler segment The consensus view remains weak on twowheelers  Hemang Jani of Motilal Oswal Financial Services expects demand to improve for passenger vehicles PVs on the back of easing supply chain issues However he sees a slow recovery in wheelers Ws  Data pointed out that retail sales of passenger vehicles grew last month but the sales of twowheelers and commercial vehicles remained low compared to the preCovid month of May  according to automobile dealers body federation of Automobile Dealers Associations FADA   While PV and tractors continued their positive run twowheeler threewheeler and CV sales are yet to show any signs of healthy runrate FADA President Vinkesh Gulati said in a statement  Intense competition and the kind of disruption that may come from EVs does not make me optimistic on Bajaj Auto Hero MotoCorp and TVs said Dipan Mehta Companies like Tata Motors Mahindra  Mahindra and Maruti remain his top picks  Contrarily Edelweiss Research believes there is excessive pessimism in the case of Ws and some overconfidence on PVs and CVs which is reflecting in the valuations   Hence we prefer Ws in the auto pack and have a BUY on the three stocks in our coverage  Bajaj Auto Eicher Motors and Hero MotoCorp it said   Headwinds to auto storyWhile the demand scenario is playing in favour of the auto stocks tightening liquidity and slowing economic activity in the quarter could play a dampener  If the auto loan rates go up by  per cent then the margin will impact demand to some extent because most of the fourwheelers are financed and that is the only challenge which some of these companies will face independent market expert Sandip Sabharwal observed   Disclaimer Recommendations suggestions views and opinions given by the experts are their own These do not represent the views of Economic Times 
positive,AgenciesThe core sector makes up  of the Index of Industrial Production IIP making it a lead indicator of industrial activityIndias core sector output surged to  in May on a yearonyear basis as against  in the last month revealed data by the commerce and industry ministry on Thursday  The growth can be attributed to increased production in cement coal fertilizers and electricity industries over the corresponding period of last fiscal    The cement industry recorded the highest growth of  in the month of May this year as against  last month  Another key driver was the coal sector that witnessed a sharp incline of  Other sectors including fertilizer electricity and natural gas grew by   and  respectively   According to the data the crude oil sector witnessed a growth of  against a contraction of  last month Similarly steel industry grew by  in May   The production of petroleum refinery products increased by  as compared to  last month   The core sector makes up  of the Index of Industrial Production IIP making it a lead indicator of industrial activity   Originally published on Jun   
negative,Sensex tumbles over  pts on weak global cues Nifty trades below KNEW DELHI Inflation data released in US overnight send domestic indices tumbling on Thursday morning The US CPI print eased to  per cent in April from  per cent in March but was still higher than analyst estimates of  per cent suggesting while inflation in the the worlds largest economy may have peaked any further easing would be a slow process and that an aggressive Fed stance may continue   The economic reading helped the dollar stay near a twodecade high hurting emerging market equities At  am the BSE Sensex was trading  points or  per cent lower at  Nifty was trading at  down  points or  per cent Midcap and smallcap indices lost up to  per cent  Negative base effects dragged YoY core CPI to  per cent in April from  per cent in March However firming monthly core CPI inflation suggests the underlying inflation trend remains high adding pressure on the Fed to hasten tightening Nomura said in a note  ETMarkets Smart Talk Why this fund manager is happy to watch rally in Adani stocks from sidelines  Among Sensex stocks Mahindra  Mahindra fell  per cent to Rs  Tata Steel declined  per cent to Rs  Bajaj Finance fell  per cent to Rs  UltraTech Cement HDFC Bank Sun Pharma and IndusInd Bank were some other Sensex stocks which declined over  per cent  Most Asian stocks were trading in the red The MSCIs index of AsiaPacific shares outside Japan declined  per cent Japans Nikkei dropped  per cent Hong Kongs Hang Seng declined  per cent while South Koreas Kospi edged  per cent lower   The dollar index which measures the greenback against a basket of six major world currencies stood at to    Back home the market was also keenly awaiting the domestic CPI figures which are scheduled for post market hours today Nirmal Bang Institutional Equities said CPI inflation is likely to rise to  per cent in April from  per cent in March led by higher prices of edible oil and fuel and a gradual passthrough of rise in input costs to retail prices as well as inflation in the services sector supported by the opening up of the economy  Provisional data suggested that foreign portfolio investors FPIs were net sellers of domestic stocks to the tune of Rs  crore on Wednesday FPI outflows have touched Rs  crore in May and Rs  crore in  so far    Meanwhile Larsen  Toubro Tata Motors Siemens Honeywell Automation India Tube Investment of India Aditya Birla Capital Poonawalla Fincorp Sheela Foam Gujarat State Petronet Credit Access Grameen Apollo Tyres Brigade Enterprises Anupam Rasayan and RBL Bank are among the companies which will announce March quarter earnings today  In Video                  Sensex tumbles over  pts on weak global cues Nifty trades below K
negative,Getty ImagesNEW DELHI FMCG stocks were trading lower on Monday at AM    Euro India Fresh Foodsup  Tasty Bite Eatablesup  Emamiup  Heritage Foodsup  Future Consumerup  Bajaj Consumerup  Hatsun Agro Product Ltdup  Dodla Dairyup  Zydus Wellnessup  and HindFoodsup  were among the top gainers    Mrs Bectors Food Specialitiesdown  Nakoda Groupdown  Hindustan Unileverdown  Jyothy Labsdown  Prataap Snacksdown  Gillette Indiadown  Varun Beveragesdown  Nestle Indiadown  Dabur Indiadown  and Britannia Industriesdown  were among the top losers    The NSE Nifty index was trading  points down at  while the share BSE Sensex was down  points at  at around AM    Grasim Industriesup  JSW Steelup  Apollo Hospitals Enterprisesup  ICICI Bankup  Ciplaup  Tata Motorsup  Bharat Petroleum Corporationup  IndusInd Bankup  Adani Ports  Special Economic Zoneup  and NTPCup  were among the top gainers in the Nifty pack    On the other hand Infosysdown  SBI Lifedown  HCL Technologiesdown  Hindustan Unileverdown  Larsen  Toubrodown  Wiprodown  Reliance Industriesdown  Britannia Industriesdown  Nestle Indiadown  and Bajaj Autodown  were trading in the red 
positive,ShutterstockcomRSI has turned north from the  level confirming bullishnessShares of Ashok Leyland Ltd gained  per cent to Rs  in Tuesdays trade as of AM IST It hit a high of Rs  and low of Rs  during the session    The stock quoted a week high price of Rs  and a low of Rs  The return on equity for the stock stood at  per cent About  shares have changed hands on the counter so far    The stocks beta value which measures its volatility in relation to the broader market stood at   ETMarkets Smart Talk Why this fund manager is happy to watch rally in Adani stocks from sidelines  The scrip has been an underperformer up  per cent in the past one year in comparison with a  per cent gain in Sensex    Technicals  On the technical charts the day moving average DMA of the stock stood at Rs  on April  while the DMA was at Rs  If a stock trades well above DMA and DMA it usually means the immediate trend is upward On the other hand if the stock trades well below DMA and DMA both it is considered a bearish trend and if trades between these averages then it suggests the stock can go either way     PromoterFII Holding   Promoters held  per cent stake in Ashok Leyland Ltd as of Dec Mutual funds and foreign institutional investors held  per cent and  per cent stake 
negative,Getty ImagesNifty moved in a tight range of  points and ended slightly below the psychologically crucial level of  Shares of Indraprastha Gas Ltd fell  per cent to Rs  in Mondays trade as of AM IST even as the benchmark Nifty ruled at  down  points    The scrip had closed at Rs  in the previous session The stock quoted a week low of Rs  and a high of Rs  The company quoted a marketcap of Rs  crore on the BSE    On BSE  shares have changed hands on the counter so far At its prevailing price the stock traded at  times its trailing month EPS of Rs  per share and  times its book value The return on equity ROE stood at Rs   ETMarkets Smart Talk Indias investable landscape wider than other EMs despite premium valuations Piyush Sharma   Key Financials   For the quarter ended Mar Indraprastha Gas Ltd reported consolidated sales of Rs  crore up  per cent from the same quarter a year ago The company reported  per cent YoY growth in net profit at Rs  crore for the latest quarter     Technical indicators  The relative strength index RSI of the stock stood at Monday The RSI oscillates between zero and  Traditionally it is considered overbought condition when the RSI value is above  and oversold when it is below     Analysts say the RSI indicator should not be seen in isolation as it may not be sufficient to take a trading call just the way a fundamental analyst cannot give a buy or sell recommendation using a single valuation rati
negative,iStockLeveraged companies and those with large cash flows that are distant could be disproportionately impactedRelatedCan this consolidation in market shake the faith of retail investorsVanishing value trade puts EMs at risk of Feds rate hike shockRetail investors face a reality check Top Q picks down up to  in NEW DELHI  For the last couple of years a regime of record lowinterest rates and massive central bank liquidity infusions have enabled equity investors to reap rich rewards from stock markets  A combination of global shocks on the inflation front has now made it necessary for the Reserve Bank of India to start reversing ultraloose monetary policy at a far quicker pace than was earlier estimated and stock markets have begun to feel the pinch  Since the RBIs surprise offpolicy rate hike last week the BSE Sensex and the Nifty have lost more than  per cent and with the US Fed also aggressively hiking rates navigating the current bout of market volatility is no easy task  With the turn in the interest rate cycle and the removal of surplus liquidity from the banking system causing sovereign bond yields to shoot up to overthreeyear highs a theme that is repeatedly being discussed in markets is the valuation of equities  œThe general rule of thumb is that the higher the riskfree rate of return the higher is the discount rate that gets modelled into the DCF  the discounted cash flow model based on which the fair value of any share is determined independent market analyst Ajay Bodke told ETMarkets MORE STORIES FOR YOUœCan this consolidation in market shake the faith of retail investorsVanishing value trade puts EMs at risk of Feds rate hike shockRetail investors face a reality check Top Q picks down up to  in Â Back to recommendation storiesI dont want to see these stories becauseThey are not relevant to meThey disrupt the reading flowOthersSUBMIT Yields on government bonds represent the riskfree rate that prevails in the economy So far in  the yield on Indias year bond yield has climbed  basis points and market watchers expect a much sharper rise in coming months as the RBI is seen hiking rates by around  basis points more  œThere is a clear inverse correlation between the discount rate and the fair value of stocks everything else being the same There is also a concomitant derating in the valuation multiples ascribed by the market and so its a double whammy Bodke said  The market analyst warned that leveraged companies and those with large cash flows that are distant could be disproportionately impacted  Consequently socalled growth stocks whose valuations factor in cash flows that are well into the future could take a hit  After having outperformed over the last  years such growth stocks could now have reached an inflection point and highdividend yield stocks could return to favour he said  œSecondly those companies whose business models were based on longterm stories where the market has not ascribed the value based on cashflows or profits but based on high pricetoestimated sales or some other metric like gross value merchandise etc or some such esoteric metric those will get disproportionately impacted  According to Kotak Institutional Equities the surge in Indian government bond yields over the last few weeks has kept the yield gap at high levels despite a moderate correction in equity markets  The brokerage said that while valuations are still high on an absolute basis for growth and quality largecap and midcap stocks they were starting to turn more reasonable through a combination of price and time correction over the past  months  œValuations are quite reasonable for financials and value stocks Kotak Institutional Equities said   Disclaimer Recommendations suggestions views and opinions given by the experts are their own These do not represent the views of Economic Times
negative,Getty ImagesShares of ICICI Lombard General Insurance Company Ltd slipped  per cent to Rs  in Fridays trade It hit a high of Rs  and low of Rs  during the session    On the technical charts the DMA of the stock stood at Rs  while the DMA was at Rs  If a stock trades above DMA and DMA it usually means the immediate trend is upward On the other hand if the stock trades below DMA and DMA it is considered a bearish trend and if trades between these averages then it suggests the stock can go either way    The stock traded above the signal line of momentum indicator moving average convergence divergence or MACD signalling a bullish bias on the counter The MACD is known for signalling trend reversal in traded securities or indices It is the difference between the day and day exponential moving averages A nineday exponential moving average called the signal line is plotted on top of the MACD to reflect buy or sell opportunities    On the other hand the Relative Strength Index RSI of the stock stands at  Traditionally a stock is considered overbought when the RSI value is above  and oversold when it is below     The return on equity RoE for the stock stood at  per cent while the Return on Capital Employed RoCE was at  RoCE is a financial ratio that determines a companys profitability and the efficiency of capital use while the RoE is a measure of profitability of a business in relation to the equit
positive,AgenciesShares of Adani Enterprises were trading higher in Tuesdays session after the company announced that energy major TotalEnergies will acquire a  minority interest in Adani New Industries ANIL from Adani Enterprises to jointly create the worlds largest green hydrogen ecosystem  The scrip jumped over  per cent to hit an intraday high of Rs  against the previous close of Rs   TotalEnergies is a global multienergy company that produces and markets energies oil and biofuels natural gas and green gases renewables and electricity  ANIL plans to invest over  billion over the next  years in green hydrogen and the associated ecosystem In the initial phase ANIL will also develop green hydrogen production capacity of  million tons per annum before   With this investment in ANIL the strategic alliance between the Adani Portfolio and TotalEnergies now covers LNG terminals the gas utility business renewables business and green hydrogen production the company said  Adani Total Gas share price at the same time also rose to a high of Rs  as against Rs  at the previous close on the BSE The stock has delivered over  per cent return to its shareholders in the last one year  œThe strategic value of the AdaniTotalEnergies relationship is immense at both the business level and the ambition level said Gautam Adani Chairman Adani Group  œIn our journey to become the largest green hydrogen player in the world the partnership with TotalEnergies adds several dimensions that include RD market reach and an understanding of the end consumer This fundamentally allows us to shape market demand This is why I find the continued extension of our partnership to hold such great value Our confidence in our ability to produce the worlds least expensive electron is what will drive our ability to produce the worlds least expensive green hydrogen This partnership will open up a number of exciting downstream pathways
negative,ReutersStocks in focus RIL Tata Motors Infosys IIFL Securities Apollo Hospitals Punjab National Bank NBCC and moreShares of Shriram Transport Finance Company Ltd traded  per cent up at Rs  at around PM IST on Thursday The stock had closed at Rs  in the previous session Equity benchmark Sensex traded  points lower at  around the same time     The scrip has declined  per cent in the last one year till date while the share index has gained  per cent during the same period   ETMarkets Smart Talk Srikanth Subramanian decodes factors that could derail momentum on DSt The stocks week high price stood at Rs  and the week low price at Rs     Trading volume on the counter stood at  shares while it quoted a pricetoearnings ratio of  an EPS value of  and a pricetobook value of  In the Nifty pack  stocks traded in the green while  stocks were in the red     PromoterFII Holding  Promoters held  per cent stake in the company as of Mar while FII and mutual funds ownership stood at  per cent and  per cent respectively     Key Financials  For the quarter ended Mar the company reported consolidated sales of Rs  crore up  per cent from the previous quarters Rs  crore and up  per cent from the yearago quarters Rs  crore The company reported net profit of Rs  crore for the latest quarter     Technical Indicators  The MACD signalled a bearish bias on the counter The MACD is known for signalling trend reversals in traded securities or indices It is the difference between the day and day exponential moving averages A nineday exponential moving average called the signal line is plotted on top of the MACD to reflect buy or sell opportunities When the MACD crosses below the signal line it gives a bearish signal indicating that the price of the security may see a downward movement and vice vers
negative,ShutterstockcomIndia year bond yield jumped  per cent to  after trading in    rangeNEW DELHI Shares of Avenue Supermarts Ltd traded  per cent down in Mondays trade at PM IST Around  shares changed hands on the counter    The stock opened at Rs  and touched an intraday high and low of Rs  and Rs  respectively in the session so far The stock of Avenue Supermarts Ltd quoted a week high of Rs  and a week low of Rs     Total market cap of the Avenue Supermarts Ltd stood at Rs  crore at the time of writing this report  ETMarkets Smart Talk Srikanth Subramanian decodes factors that could derail momentum on DSt   Key Financials  The company reported consolidated sales of Rs  crore for the quarter ended Mar down  per cent from previous quarters Rs  crore and down  per cent from the yearago quarters Rs  crore    The net profit for latest quarter stood at Rs  crore up  per cent from the corresponding quarter last year     Shareholding pattern  As of Mar domestic institutional investors held  per cent stake in the company while foreign institutional investors held  per cent and the promoters  per cent      Valuation ratio  According to BSE data the stock traded at a pricetoearnings multiple of  and a pricetobook ratio of  A higher PE ratio shows investors are willing to pay a higher price because of better future growth expectations Pricetobook value indicates the inherent value of a company and is the measure of the price that investors are ready to pay even for no growth in the business    Avenue Supermarts Ltd belongs to the Supermarkets industry
negative,Getty ImagesIndia year bond yield rose  per cent to  after trading in  rangeNEW DELHI The Nifty Auto index traded negative around AMISTon Wednesday in a weak market    Boschup  per cent Eicher Motorsup  per cent Ashok Leylandup  per cent and MRFup  per cent were among the top gainers    Escortsdown  per cent Balkrishna Industriesdown  per cent TIINDIAdown  per cent Bajaj Autodown  per cent and Sona BLW Precision Forgingsdown  per cent were the top losers on the index    The Nifty Auto index was down  per cent at  at the time of writing this report    Benchmark NSE Nifty index was down  points at  while the BSE Sensex was down  points at     Among the  stocks in the Nifty index  were trading in the green while  were in the red    Shares of Vodafone Idea Tata Power JP Power Adani Power and Reliance Power were among the most traded shares on the NSE    Shares of Lokesh Machines EIH Associated Swan Energy Nalwa Sons Invst and Ganges Securities hit their fresh week highs in todays trade while Felix Industries SP Refractories Ltd and Shaily Engg Pla hit fresh week lows in trade 
positive,ShutterstockcomAgarwal said the global economy is showing clear signs of recovery The second wave of Covid is ebbing in India with total active cases at less than  per cent of May highsShares of Siemens Ltd fell  per cent to Rs  in Thursdays session as of PM IST even as the equity benchmark Sensex traded  points higher at     Earlier in the day the stock witnessed a gap up start to the session The stock quoted a week high price of Rs  and a week low of Rs  on NSE Around  shares changed hands on the counter till PM IST    The stock opened at Rs  and has touched an intraday high and low of Rs  and Rs  during the session so far The counter quoted a pricetoearnings PE ratio of  earnings per share EPS of Rs  and price to book value PB of  while the return on equity ROE stood at Rs   ETMarkets Smart Talk Srikanth Subramanian decodes factors that could derail momentum on DSt   Promoter FII Holding The promoters held  per cent stake in the company as of April  while FII and MF ownerships stood at  per cent and  per cent respectively     Key Financials   With a market capitalisation of Rs  crore the company operates in the Capital Goods  Diversified industry For the quarter ended Dec the company reported consolidated sales of Rs  crore down  per cent from the previous quarters Rs  crore and down  per cent from the same quarter a year ago The company reported net profit of Rs  crore for the latest quarter down  per cent from the corresponding quarter last year     Technical Indicators  The relative strength index RSI of the stock stands at  The RSI oscillates between zero and  Traditionally it is considered overbought condition when the RSI value is above  and oversold condition when it is below  Analysts say the RSI indicator should not be seen in isolation as it may not be sufficient to take a trading call just the way a fundamental analyst cannot give a buy or sell recommendation using a single valuation ratio
